,captions,vi_captions
3246,"['Nữ mặc áo màu hồng đất, quần dài màu đen, đi dép lê hồng nhạt', 'Nữ mặc áo khoác màu hồng đất, quần dài màu đen, đi dép lê hồng nhạt, mặc áo trong màu trắng']","['Women wearing earthy pink tops, black pants, light pink pear sandals', 'Women wearing earthy pink jackets, black pants, light pink pear sandals, dressed in white']"
3247,"['Cô gái mặc áo màu hồng đất, quần dài màu đen, đi dép lê hồng nhạt, tóc buộc cao sau gáy', 'Nữ mặc áo màu hồng, quần dài màu đen, đi dép lê hồng nhạt']","['The girl wears an earthy pink blouse, black pants, pale pink slippers, high hair tie at the nape of her neck', 'Women wearing pink tops, black pants, light pink pear sandals']"
3248,"['Người đàn ông mặc áo phông ngắn tay màu xám, mặc quần đùi màu đen, đeo túi đeo chéo màu đen, đi dép sục màu đen.', 'Nam thanh niên mặc áo phông ngắn tay không cổ màu xám, mặc quần short màu tím than, đi dép sục màu đen quai màu trắng, đeo túi vải màu đen hoạ tiết màu trắng.']","['The man wore a short - sleeved gray T - shirt, black shorts, a black crossbody bag, and black flip - flops.', 'The young man wore a short-sleeved gray t-shirt, purple shorts, black slippers with white straps, and a black canvas bag with a white pattern.']"
3249,"['Người đàn ông  mặc áo ngắn tay màu ghi, đeo túi màu đen, mặc quần đùi màu đen khói, đi sục màu ghi đậm quai trắng, tay dắt 1 em nhỏ', 'Một người đàn ông mặc áo phông cộc tay cổ tròn màu xám nhạt, mặc quần short màu xám đen, đi dép màu đen quai trắng, đeo túi vải màu đen, đang dắt tay một em nhỏ.']","['The man was wearing a short - sleeved gray shirt, black pockets, black shorts, smoky, dark gray blazers, white straps, and a small child.', 'A man wearing a light gray round - neck T - shirt, dark gray shorts, black sandals, and a black canvas bag, was holding a small child in his arms.']"
3250,"['Một bé gái tóc ngắn ngang vai, mặc váy chấm bi trắng dài đến đầu gối,   Đi giày búp bê màu trắng, tay cầm kem ốc quế.', 'Một bé gái tóc ngắn đến vai màu đen, mặc váy cộc tay màu đen chấm bi trắng, Cổ váy màu trắng, tay cầm kem.']","['A little girl with shoulder - length hair, wearing a white polka - dotted knee - length skirt, white doll shoes, and a cone of ice cream.', 'A little girl with black short to shoulder hair, wearing a black polka - dotted short - sleeved dress, white collar skirt, cream handles.']"
3251,"['Một bé gái mặc váy ngắn tay cổ sơ mi màu đen họa tiết trắng, đi giày búp bê màu bạc, đang ăn kem ốc quế.', 'Một bé gái tóc dài ngang vai màu đen, đang ăn kem ốc quế, mặc váy ngắn tay dài đến đầu gối màu đen họa tiết trắng, cổ váy sơ mi màu trắng, đi giày bệt màu bạc.']","['A little girl in a short - sleeved dress with a black - and - white shirt collar, silver doll shoes, eating ice cream cones.', 'A little girl with shoulder - length black hair, eating ice cream cones, wearing a short - sleeved black knee - length dress with white prints, a white shirt collar, and silver flats.']"
3252,"['Một người đàn ông mặc áo dài tay màu đen, đeo túi màu trắng, mặc quần bò màu khói, đi giầy thể thao màu đen.', 'Một người đàn ông mặc áo cổ tim tay lỡ màu tím than có kẻ màu trắng ở vai, đeo túi vải màu trắng, mặc quần bò màu xanh nhạt, đi giầy thể thao màu đen đế trắng.']","['A man wearing a black long - sleeved shirt, a white bag, smoky jeans, and black sneakers.', 'A man in a charcoal - colored turtleneck with white trim on the shoulders, a white canvas bag, light blue jeans, and black sneakers with white soles.']"
3253,"['Một nam thanh niên mặc áo màu đen không cổ, đeo túi vải màu trắng, mặc quần bò màu xanh, đi giầy màu đen.', 'Một nam thanh niên đeo túi vải màu trắng, mặc áo tay lỡ màu tím than, mănc quần bò ống xuông màu xanh nhạt, đi giầy màu đen đế trắng.']","['A young man wears a collarless black shirt, a white canvas bag, blue jeans, and black shoes.', 'A young man was wearing a white canvas bag, a purple blazer, light blue button - down jeans, and black shoes with white soles.']"
3254,"['Một cụ ông mặc áo sơ mi màu trắng, mặc quần vải màu đen.', 'Một ôg già tóc bạc, mặc áo sơ mi dài tay màu trắng, mặc quần màu đen, đi giầy màu ghi đậm.']","['An old man in a white shirt and black slacks.', 'A gray - haired old man, wearing a long - sleeved white shirt, black pants, and dark - colored shoes.']"
3255,"['Một cụ  ông tóc bạc, đeo khẩu trang kẻ sọc đen trắng, mặc áo sơ mi màu trắng, mặc quần dài màu đen, đi giầy màu đen.', 'Một ôg già đeo khẩu trang kẻ caro đen trắng, mặc áo sơ mi dài tay màu trắng, mặc quần vải màu đen, đi giầy màu đen.']","['A gray - haired man, wearing a black - and - white striped mask, wearing a white shirt, black pants, and black shoes.', 'An old man with a black - and - white mask, a long - sleeved white shirt, black slacks, and black shoes.']"
3256,"['Một người phụ nữ tóc dài qua vai màu đen, mặc váy dáng xoè trên đầu gối màu vàng, đeo túi màu vàng, đi giầy cao gót màu đen.', 'Một người phụ nữ tóc dài qua vai để mái bằng màu đen, mặc váy cộc tay, chân váy xếp li dài đến đầu gối màu vàng nghệ, đeo túi xách màu vàng, đi guốc màu đen gót nhọn.']","['A woman with long black hair over her shoulders, wearing a yellow knee skirt, a yellow bag, and black heels.', 'A woman with shoulder - length hair and black bangs, wearing a sleeveless dress, a turmeric knee - length pleated skirt, a yellow handbag, and black stiletto heels.']"
3257,"['Một cô gái tóc dài qua vai màu đen, Mặc váy đến đầu gối màu vàng nghệ, đi giày cao gót màu đen.', 'Một người phụ nữ tóc dài qua vai màu đen, mặc váy ngắn tay dài qua đầu gối màu nâu bò, đi quốc màu đen.']","['A girl with long black hair over her shoulders, wearing a turmeric knee - length skirt, and black high heels.', 'A woman with long hair over her shoulders in black, wearing a short - sleeved skirt over her knees in cowhide brown, traveling in black.']"
3258,"['Một bé gái tết tóc hai bên, Đeo khẩu trang, Mặc váy cộc tay màu vàng tươi.', 'Một bé gái mặc váy cộc tay không có màu vàng, đeo khẩu trang màu vàng in hình, tết tóc hai bên, tóc dài ngang lưng màu đen.']","['A little girl braiding her hair on both sides, wearing a mask, wearing a bright yellow short - sleeved dress.', 'A little girl in a short - sleeved dress without gold, wearing a gold mask with a picture on it, braids on both sides, and black waist - length hair.']"
3259,"['Một bé gái đeo khẩu trang tóc tết hai bên,  Mặc váy cộc tay, dài đến đầu gối màu vàng tươi, đi giày búp bê màu trắng kem.', 'Một bé gái tóc tết hai bên dài ngang lưng, mặc váy màu vàng chanh in hình ngựa   Unicorn, đi giày búp bê màu kem, tay cầm một tờ giấy.']","['A little girl wearing a mask, hair braided on both sides, wearing a short - sleeved, knee - length yellow dress, and creamy white doll shoes.', 'A little girl with waist - length side braids, a lemon - yellow dress with a Unicorn print, cream doll shoes, and a piece of paper in her hand.']"
3260,"['Một nam thanh niên mặc áo polo màu hồng, Mặc quần thể thao màu đen, đi giày màu đen đế trắng.', 'Một người đàn ông mặc áo Phong có cổ màu hồng cam, mặc quần thể thao màu đen có khoá ngang đùi,  Đi giày màu đen.']","['A young man wearing a pink polo shirt, black track pants, and black shoes with white soles.', 'A man in a pink - orange tank top, wearing black track pants with buckles across his thighs, wearing black shoes.']"
3261,"['Một người đàn ông mặc áo Phong cộc tay Cổ bẻ, mặc quần màu đen, đi giày màu đen đế trắng.', 'Một nam thanh niên mặc áo cộc tay cổ bẻ màu hồng cam, mặc quần thể thao màu đen có túi hai bên đùi, Đi giày thể thao màu đen đế trắng, da ngăm đen.']","['A man in a short - sleeved T - shirt with a broken neck, black pants, black shoes with white soles.', 'A young man in an orange - pink short - sleeved blouse, wearing black track pants with pockets on the sides of his thighs, black sneakers with white soles, and dark skin.']"
3262,"['Một cô gái tóc buộc màu đen, đeo kính, mặc áo phông cộc tay màu trắng, mặc quần bò màu xanh.', 'Một người phụ nữ đeo kính, mặc áo ngắn tay không cổ màu trắng, tay đeo đồng hồ, mặc quần bò màu xanh đậm.']","['A girl with black hair ties, glasses, a white short - sleeved T - shirt, blue jeans.', 'A woman wearing glasses, a white sleeveless blouse, a watch, and dark blue jeans.']"
3263,"['Một cô gái đeo kính cận, tóc buộc cao, mặc áo ngắn tay màu trắng có dòng chữ trước ngực, mặc quần bò màu xanh biển đậm, đi giầy bệt màu đen.', 'Một người phụ nữ trẻ tóc buộc màu đen, mặc áo không cổ màu trắng có chữ trước ngực, tay đeo đồng hồ dây màu đen, mặc quần bò màu xanh, đi giầy búp bê màu đen.']","['A girl with glasses, high - strung hair, a white short - sleeved blouse with inscriptions on her chest, dark blue jeans, and black flats.', 'A young woman with black hair ties, wearing a white collarless blouse with letters on it, a black strap watch, blue jeans, and black doll shoes.']"
3264,"['Một bé trai mặc áo cộc tay màu cam nhạt, mặc quần đùi màu trắng xám, đi dép lê màu đen.', 'Một bé trai mặc áo phông cộc tay màu hồng cam, mặc quần đù màu ghi sáng, đi dép màu đen']","['A boy wears a light orange blazer, gray - white shorts, and black slippers.', 'A boy wearing a pink - orange short - sleeved T - shirt, light - colored shorts, and black sandals']"
3265,"['Một bé trai đeo khẩu trang y tế, mặc áo màu hồng cam, mặc quần short màu xám, đi dép lê màu đen.', 'Một bé trai mặc áo cộc tay màu cam nhạt, mặc quần đùi màu xám nhạt, đeo khẩu trang y tế màu xanh, da hơi ngăm đen.']","['A boy wears a surgical mask, a pink - orange blouse, gray shorts, and black pear sandals.', 'A boy was wearing a light orange blazer, light gray shorts, a blue medical mask, and dark skin.']"
3266,"['Một cô gái đeo khẩu trang màu xám đậm, mặc váy màu hồng nhạt dài qua đầu gối, đi guốc quai trong, tóc để ngôi giữa màu nâu đen.', 'Một người phụ nữ mặc váy ren ngắn tay cổ tròn màu hồng nhạt, dài qua đầu gối dáng hơi xoè, đi guốc quai trong, đeo khẩu trang y tế .']","['A girl wearing a dark gray mask, wearing a pale pink dress that goes over her knees, with a hoodie, and dark brown hair in the center.', 'A woman wearing a short-sleeved lace dress with a pale pink round neck, knee-length slight flare, goggles, wearing a medical mask.']"
3267,"['Một người phụ nữ tóc buộc màu nâu sẫm, mặc váy xoè màu da dài đến bắp chân, đi guốc đế trong suốt.', 'Một cô gái mặc váy ren màu da ngắn tay, dài qua gối, tóc màu nâu đậm, đi guốc quai trong suốt.']","['A dark brown tie - haired woman, wearing a skin - colored flare skirt up to her calves, wearing clear - soled hoodies.', 'A girl in a short - sleeved leather - colored lace dress, knee - length, dark brown hair, wearing transparent hoodies.']"
3268,"['Một cô gái đeo khẩu trang y tế màu trắng, mặc áo dài tay màu đỏ có in hình đằng trước, mặc quần màu trắng, tóc buộc cao màu đen.', 'Một cô gái mặc áo dài tay màu đỏ tươi, mặc quần ống rộng màu trắng, đeo khẩu trang màu trắng, tóc buộc cao màu đen.']","['A girl wears a white medical mask, wears a red long sleeve blouse with a picture print on the front, wears white pants, and has high black hair ties.', 'A girl wore a bright red long sleeve blouse, white loose - fitting pants, a white mask, and black high - strung hair.']"
3269,"['Một cô gái đeo khẩu trang màu trắng,mặc áo màu đỏ in chữ màu xanh, mặc quần ống rộng màu trắng.', 'Một cô gái tóc buộc màu đen, mặc áo màu đỏ có chữ marvel màu xanh biển, mặc quần dài màu trắng, đeo khẩu trang y tế.']","['A girl wears a white mask, a red shirt with blue text on it, and white loose-fitting pants.', 'A girl with black hair ties, wearing a red blouse with blue marvel letters, wearing white pants, wearing a medical mask.']"
3270,"['Người đàn ông mặc áo sơ mi màu trắng, mặc quần màu xanh than, đi đep tông màu đen, tay cầm xiên đồ ăn.', 'Nam thanh niên mặc áo sơ mi dài tay màu trắng, mặc quần bò màu đen, đi dép tông.']","['The man was wearing a white shirt, charcoal blue pants, a black suit, and a skewered handle for food.', 'The young man wore a white long - sleeved shirt, black jeans, and toned sandals.']"
3271,"['Nam thanh niên mặc áo sơ mi trắng, mặc quần dài màu xanh than, đi dép tông màu đen, tay cầm xiên đồ ăn.', 'Nam thanh niên mặc áo sơ mi dài tay màu trắng, mặc quần bò màu xanh đen, đi dép tông.']","['The young man wore a white shirt, charcoal - blue trousers, black sandals, and a food - skewered handle.', 'The young man wore a white long - sleeved shirt, black - and - blue jeans, and toned sandals.']"
3272,"['Một người đàn ông mặc áo cộc tay màu xanh tím, mặc quần vải màu xám xi măng, đi giầy màu đen có sọc trắng bên thân giầy.', 'Nam thanh niên mặc áo phông không cổ ngắn tay màu xanh biển, mặc quần vải màu xám trắng, da hơi ngăm đen.']","['A man was wearing a purple - blue blazer, cement - gray slacks, and black shoes with white stripes on the sides.', 'The young man wore a short-sleeved blue tank top, gray-white slacks, and dark skin.']"
3273,"['Người đàn ông đeo kính, mặc áo phông cổ tròn màu xanh biển, mặc quần màu ghi, đi giầy màu đen.', 'Người đàn ông da ngăm đen, đeo kính cận, mặc áo màu xanh tím, cài 1 chiếc kính ở cổ áo, mặc quần màu xanh biển nhạt, đang dắt tay trẻ em.']","['The man was wearing glasses, a round - neck blue T - shirt, gray pants, and black shoes.', ""The dark - skinned man, glasses on, blue - purple shirt, glasses on the collar, light blue pants, was holding a child's hand.""]"
3274,"['Một bé gái mặc áo ngắn tay màu be, mặc quần đùi màu đen,đang chơi xe trượt màu hồng.', 'Một bé gái tóc buộc cao, mặc áo ngắn tay dáng xòe màu kem, mặc quần đùi màu đen, đang chơi xe  trượt màu hồng.']","['A little girl wearing a beige short sleeve blouse, black shorts, playing on a pink skateboard.', 'A high - haired girl, wearing a cream short - sleeved blouse and black shorts, was riding a pink sled.']"
3275,"['Một bé gái tóc buộc cao màu đen, mặc áo cộc tay màu trắng sữa, mặc quần short màu xanh than, đi giầy búp bê màu hồng nhạt, đang chơi xe trượt màu hồng.', 'Một bé gái đang chơi xe trượt màu hồng, mặc áo ngắn tay cổ tròn màu trắng, mặc quần đùi màu đen, tóc buộc cao màu đen.']","['A high - haired black girl, wearing a milk - white blazer, charcoal - blue shorts, pale pink doll shoes, is riding a pink sled.', 'A little girl is riding a pink skateboard, wearing a white round - neck short - sleeved blouse, black shorts, black high - struts.']"
3276,"['Một bé trai mặc áo dài tay kẻ sọc màu xanh lam, mặc quần dài màu lông chuột, đi dép xăng đan màu đen, tay cầm mũ màu đỏ.', 'Một bé trai tay cầm mũ lưỡi trai màu đỏ, mặc áo kẻ xanh biển, mặc quần màu ghi đậm, đi dép quai hậu màu đen.']","['A boy wears a blue plaid long - sleeved shirt, mouse - colored pants, black sandals, and a red hat.', 'A boy with a red baseball cap, blue tank top, dark - colored pants, and black flip - flops.']"
3277,"['một bé trai mặc áo kẻ sọc màu xanh dương và trắng, mặc quần dài màu đen xám, đi xăng đan màu đen.', 'Một bé trai mặc áo dài tay có kẻ sọc màu xanh biển đậm, xanh biển nhạt và màu trắng, mặc quần bò màu khói, đi dép có quai màu đen.']","['A boy in a blue and white plaid shirt, grey black pants, black sandals.', 'A boy wears a long - sleeved blouse with dark blue, light blue and white stripes, smoky jeans, and black sandals.']"
3278,"['Nam thanh niên đội mũ màu đen, mặc áo ba lỗ và quần đùi màu ghi sáng, đeo ba lô màu đỏ.', 'Người đàn ông mặc áo ba lỗ màu ghi nhạt, mặc quần short màu ghi, đội mũ lưỡi trai màu đen, đi giầy thể thao màu trắng, đeo ba lô màu đỏ.']","['The young man wore a black hat, a tank top and shorts in bright gray, and a red backpack.', 'The man was wearing a light gray tank top, gray shorts, a black baseball cap, white sneakers, and a red backpack.']"
3279,"['Một nam thanh niên đội mũ lưỡi trai addidas màu đen, mặc áo ba lỗ và quần short màu ghi nhạt, đeo ba lô quai màu đen, đi giầy màu trắng.', 'Nam thanh niên đội mũ màu đen, mặc áo ba lỗ màu xám, quần short màu ghi, đi giầy màu trắng, đang ôm 1 túi đồ.']","['A young man wears a black addidas cap, a tank top and shorts in light gray, a black strapped backpack, and white shoes.', 'A young man in a black hat, a gray tank top, gray shorts, white shoes, holding a shopping bag.']"
3280,"['Một người đàn ông mặc áo màu đen có phối màu trắng, mặc quần màu xanh biển đậm, đang nghe điện thoại.', 'Nam thanh niên mặc áo màu xanh tím than có sọc trắng, mặc quần bò màu xanh, đang nghe điện thoại.']","['A man in a black - and - white shirt, dark blue pants, was on the phone.', 'The young man, wearing a white - striped charcoal blue blouse and blue jeans, was on the phone.']"
3281,"['Một người đàn ông mặc áo khoác màu xanh tím than phối màu trắng, mặc quần bò màu xanh, đi giầy lười màu đen, đang nghe điện thoại.', 'Một nam thanh niên tóc để mái màu đen, đang nghe điện thoại, mặc áo khoác ngoài màu đen trắng, bên trong áo màu đen có hình màu đỏ, mặc quần bò màu xanh đậm.']","['A man in a white - and - purple blazer, blue jeans, and black loafers, was on the phone.', 'A young man with black bangs, on the phone, wearing a black - and - white overcoat, inside a black blouse with a red silhouette, wearing dark blue jeans.']"
3282,"['Người đàn ông trung niên mặc áo phông có cổ màu trắng, mặc quần short màu xanh biển, đi giầy thể thao màu trắng.', 'Người đàn ông trung tuổi mặc áo polo màu trắng, mặc quần đùi màu xanh dương đậm, đi giầy thể thao màu trắng có sọc màu đỏ ở thân giầy.']","['The middle - aged man wore a white collared T - shirt, blue shorts, and white sneakers.', 'The middle - aged man was wearing a white polo shirt, dark blue shorts, and white sneakers with red stripes on the bottom.']"
3283,"['Một người đàn ông mặc áo phông cổ bẻ ngắn tay màu trắng, mặc quần short màu xanh dương, đi giầy thể thao trắng.', 'Người đàn ông trung niên mặc quần đùi màu xanh biển đậm, mặc áo phông ngắn tay màu trắng, đi giầy màu trắng, đang đi bộ trên phố.']","['A man wearing a white short - sleeved turtleneck T - shirt, blue shorts, and white sneakers.', 'The middle - aged man in dark blue shorts, a short - sleeved white T - shirt, and white shoes, was walking down the street.']"
3284,"['Một cô gái đeo khẩu trang y tế, mặc áo màu be có nơ màu đen ở cổ, mặc quần dài bó màu đen, đi sục màu đen, tay đang xách túi xách màu đen.', 'Một người phụ nữ mặc áo dài tay nhiều tầng màu trắng sữa, mặc quần dài màu đen, tay cầm áo khoác màu đen, tóc buộc sau gáy màu đen, đeo khẩu trang màu trắng.']","['A girl wears a medical mask, a beige blouse with a black bow at the neck, black tights, a black turtleneck, and a black handbag.', 'A woman wears a multi-stage milk - white blouse, long black pants, a black jacket handles, hair tied at the back of her neck in black, and a white mask.']"
3285,"['Một cô gái tóc cặp sau gáy màu đen, mặc áo dài tay màu be, mặc quần legging màu đen, tay đang cầm áo khoác.', 'Một người phụ nữ mạc áo dài tay nhiều tầng màu trắng kem, mặc quần dài bó màu đen, tóc dài qua vai màu đen.']","['A girl with black hair on the back of her neck, wearing a beige long sleeve blouse, black leggings, and a jacket in her hand.', 'A woman wears a creamy white multi-stage blouse, black tights, and black shoulder - length hair.']"
3286,"['Một bé trai mặc áo phông màu đỏ có in hình, mặc quần đùi màu xanh than, đi dép quai hậu màu đen.', 'Một bé trai mặc áo cộc tay màu đỏ in hình hoạt hình đằng trước, mặc quần short màu xanh biển đậm, đi dép có quai màu đen.']","['A boy was wearing a red T - shirt with a picture on it, charcoal blue shorts, and black sandals.', 'A boy wears a red blazer with a cartoon print on it, dark blue shorts, and black sandals.']"
3287,"['Một bé trai mặc áo màu đỏ, mặc quần màu xanh đen, đi dép quai hậu màu đen.', 'Một bé trai mặc áo phông cộc tay màu đỏ, mặc quần màu xanh than, đi xăng đan màu đen.']","['A boy in a red shirt, blue and black pants, and black sandals.', 'A boy in a red short - sleeved T - shirt, charcoal blue pants, and black sandals.']"
3288,"['Một cô gái tóc dài ngang lưng màu đen, đeo khẩu trang y tế, mặc áo dài tay màu trắng, mặc chân váy ngắn ngang đùi màu đen, đi giầy cao cổ màu đen.', 'Một người phụ nữ trẻ mặc áo dài tay màu trắng sơ vin chân váy màu đen, đeo túi đeo chéo màu đen, đi bốt cao cổ màu đen, đeo khẩu trang màu trắng']","['A girl with black waist - length hair, wearing a medical mask, wearing a white long - sleeved blouse, wearing a black short - thigh skirt, and black high - collared shoes.', 'A young woman wearing a white long sleeve blouse, a black skirt, a black crossbody bag, black boots, and a white mask.']"
3289,"['Một cô gái tóc dài ngang lưng màu đen, mặc áo dài tay màu trắng, mặc quần short ngắn ngang đùi màu đen, đi bốt cao cổ màu đen.', 'Một cô gái mặc áo dài tay màu trắng sơ vin chân váy ngắn đến đùi màu đen, đi giầy cổ cao qua mắt cá chân màu đen, tóc thằng dài ngang lưng màu đen']","['A girl with black waist - length hair, wearing a white long - sleeved blouse, short shorts at the thighs in black, wearing black boots.', 'A girl wearing a white long sleeve blouse, a black short - to - thigh skirt, black ankle boots, and black waist - length hair.']"
3290,"['Nam thanh niên tóc bổ đôi màu đen, mặc áo màu trắng bên trong, mặc áo khoác màu kem bên ngoài, mặc quần vải màu kem.', 'Nam thanh niên đeo ba lô dây màu đen, mặc bộ vest màu trắng sữa, bên trong mặc áo màu trắng cổ tròn.']","['The black - haired man was wearing a white shirt inside, a cream jacket outside, and cream slacks.', 'The young man was wearing a black rope backpack, a milky white suit, and a round - neck white blouse inside.']"
3291,"['Một người đàn ông đeo ba lô màu đen, mặc áo khoác vest màu ghi, quần vải màu ghi sáng, đi giầy màu đen.', 'Nam thanh niên mặc bộ vest màu ghi đá, đi giầy màu đen, đeo ba lô thời trang màu đen.']","['A man wears a black backpack, a gray vest, light gray trousers, and black shoes.', 'The young man wore a suit in a stone color, black shoes, and a black fashion backpack.']"
3292,"['Một người phụ nữ tóc đen dài ngang vai, mặc váy màu nâu tay lỡ có buộc dây đằng sau, đi giày màu đen, đeo túi màu đen.', 'Một người phụ nữ tóc đen ngắn ngang vai, mặc váy màu nâu nhạt dài đến bắp chân, đeo túi màu đen, đi giày màu đen.']","['A woman with shoulder - length black hair, a brown dress with lace sleeves, black shoes, and a black bag.', 'A black - haired woman with shoulder - length shorts, wearing a light brown skirt that extends to her calves, wearing a black bag, and black shoes.']"
3293,"['Một người phụ nữ tóc đen ngang vai để mái bằng, mặc váy màu xám dài qua đầu gối có xẻ đằng trước, đi giày búp bê màu đen, đeo túi màu đen.', 'Một người phụ nữ tóc đen, mặc váy màu nâu dài ngang bắp chân, đeo túi màu đen, đi giày bệt màu đen.']","['A woman with shoulder - length black hair with bangs, wearing a knee - length gray dress with slits in the front, wearing black doll shoes, and a black bag.', 'A black - haired woman, wearing a brown dress about halfway up her legs, a black bag, and black flats.']"
3294,"['Mặc áo hồng dài tay có mũ, mặc quần dài màu xanh, tay cầm que màu trắng', 'Nam mặc áo nỉ màu hồng có mũ trùm lên đầu, mặc quần bò xanh.']","['Wear a long-sleeved pink blouse with a hat, long blue pants, white rod handles', 'The male wears a pink sweatshirt with a hood over his head, wearing blue jeans.']"
3295,"['mặc áo màu hồng có mũ dài ta, mặc quần dài màu xanh, tay trái cầm que dài màu trắng.', 'Nam mặc quần bò xanh, đi dày thể thao đen, mặc áo dài tay màu hồng có mũ trùm đầu.']","['Wear a pink shirt with a long hat, blue pants, long white sticks in your left hand.', 'Men wear blue jeans, wear thick black sportswear, wear long sleeves in pink with a hood.']"
3296,"['Nữ, đội mũ đỏ, đeo khẩu trang màu đen, mặc áo khoác dài tay màu đen, mặc quần dài màu đen, đi xe đạp, đi giầy đen.', 'Nữ ngồi trên xe đạp, mặc áo màu xanh tối, mũ áo trùm đầu màu hồng, tay đeo găng tay len, mặc quần dài màu đen, đi giày thể thao tối màu']","['Women, wearing red hats, black face masks, long - sleeved black jackets, black pants, cycling, black shoes.', 'Women riding bicycles, wearing dark blue shirts, pink hoodies, wool gloves, black pants, dark sneakers']"
3297,"['Đội mũ đỏ, mặc áo màu lông chuột có mũ dài tay, mặc quần dài màu xanh đen, đi giầy thể thao màu lông chuột. đi xe đạp', 'Một người mặc áo khoác có mũ màu xanh rêu, đầu đội mũ áo màu hồng, mặc quần dài màu đen, chân đi giày thể thao màu xám.']","['Wear a red hat, a mouse - colored hoodie, a long - sleeved hat, blue - black pants, mouse - colored sneakers, and a bike.', 'A man wears a moss - green coat, a pink headdress, black trousers, and grey sneakers.']"
3298,"['Nam đầu đinh, mặc áo khoác mùa đông màu xanh da coban, mặc quần bò xanh, chân đi dày thể thao xám màu, tay cầm túi nylon màu đỏ.', 'Nam mặc áo trong màu đen, khoác áo phao màu xanh, mặc quần bò dài màu đen, đi giầy thể thao màu lông chuột, tay phải xách túi linon màu đỏ.']","[""Men's head nails, wearing a cobalt blue winter jacket, wearing blue jeans, thick grey sports legs, red nylon bag handles."", 'Men wore black tank tops, blue life jackets, long black jeans, mouse - colored sneakers, and a red linon bag in their right hand.']"
3299,"['Mặc áo phao màu xanh, mặc quần bò màu xanh đen dài, tay trái xách túi linon màu đỏ, đi giầy thể thao.', 'Một người mặc áo khoác màu xanh coban trùm kín đầu, mặc quần bò xanh bạc, đi giày thể thao, tay trái cầm túi nylon màu đỏ.']","['Wearing a blue life jacket, long black and blue jeans, a red linon bag in my left hand, and sneakers.', 'A man in a cobalt blue overcoat hooded over his head, wearing silver - blue jeans, sneakers, holding a red nylon bag in his left hand.']"
3300,"['Nam đội mũ bảo hiển, mặc áo phao  hai màu đen đỏ, mặc quần dài màu đen, đi giầy màu đen, dang đi xe máy màu đỏ.', 'Nam giới ngồi trên xe máy màu đỏ pha xám, mặc áo khoác màu đen ở tay và vai, màu đỏ ở thân áo, mặc quần tối màu, đi giày da đen.']","['Men in helmets, black and red life jackets, black pants, black shoes, riding a red motorcycle.', 'Men ride red - gray motorcycles, wearing black jackets on the arms and shoulders, red bodice, dark trousers, and black leather shoes.']"
3301,"['Nam đội mũ bảo hiểm, mặc áo khoác màu đen đỏ, mặc quần dài màu đen, đi giầy đen, đang đi trên chiếc xe máy màu đỏ.', 'Một người đàn ông mặc áo khoác trùm đầu, bên ngoài đầu đội mũ bảo hiểm màu đen, áo khoác pha hai màu đen và đỏ, mặc quần dài màu đen, đi giày da đen.']","['Men wearing helmets, black - and - red jackets, black pants, black shoes, riding on a red motorcycle.', 'A man wearing a hooded jacket, outside his head a black helmet, a black and red mixed jacket, wearing black trousers, and black leather shoes.']"
3302,"['Nam tóc ngắn nhuộm tóc màu vàng, mặc áo khoác đen phía trước ngực áo có hai vạch trắng và trên hai vạch trắng là mầu đỏ, mặc quần bò dài màu xanh, đi giầy thể thao màu lông chuột, đế giầy màu trắng. hai tay khoanh trước ngực', 'Thanh niên tóc ngắn nhuộm vàng trên đỉnh đầu, mặc áo khoác màu đen pha viền trắng và đỏ ở phần ngực và vai áo, mặc quần bò rách gối, đi giày thể thao màu xám.']","['Men with short hair dyed yellow, wearing a black jacket in front of the chest with two white lines and on the two white lines is red, wearing long blue jeans, wearing mouse - colored sneakers, white soles. two arms folded in front of the chest', 'Young men with short hair dyed yellow on the top of their heads, wearing black jackets with white and red borders on the chest and shoulders, wearing knee-torn jeans, and gray sneakers.']"
3303,"['Nam tóc ngắn nhuộm màu vàng, mặc áo khoác màu đen, trước ngực và ống tay có hai vạch trắng, trên hai vạch trắng là màu đỏ, mặc quần bò mài dài màu xanh đen, đi giầy thể thao màu lông chuột.', 'Nam mặc áo khoác đen kẻ sọc trắng và đỏ, mặc quần bò màu xanh dương nhạt, đi giày thể thao màu ghi']","['Men with short hair dyed yellow, wearing a black jacket, front chest and sleeves with two white lines, on the two white lines is red, wearing long black and blue sharpened jeans, wearing mouse - colored sneakers.', 'Men wearing white and red plaid black jackets, wearing light blue jeans, wearing gray sneakers']"
3304,"['Nữ tóc màu hạt dẻ làm xoăn để dài, mặc áo khoác dài tay màu vàng da, mặc quần bó màu đen, đi giầy thể thao màu ghi, tay cầm tờ giấy trước ngực.', 'Nữ đeo kính, tóc xoăn để xõa ngang vai, mặc áo khoác màu hồng phấn, quần legging màu đen, đi giày thể thao màu xám, tay đang cầm tờ giấy.']","['Women with chestnut - colored hair wore long, curly bodices, long - sleeved jackets of yellow leather, black tights, burnt - colored sneakers, and paper clips on their chests.', 'The woman was wearing glasses, curly hair to bang her shoulders, a pastel pink jacket, black leggings, gray sneakers, and a sheet of paper in her hand.']"
